Stimulus_Number,file,ActorID,Age,Sex,Race,Ethnicity,audio_path,clean_path,emotion,demo,feature_exists,split
83,1002_IEO_NEU_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IEO_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IEO_NEU_XX.wav,NEU,Female__Caucasian,True,train
84,1002_IEO_HAP_LO,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IEO_HAP_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IEO_HAP_LO.wav,HAP,Female__Caucasian,True,train
85,1002_IEO_HAP_MD,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IEO_HAP_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IEO_HAP_MD.wav,HAP,Female__Caucasian,True,train
86,1002_IEO_HAP_HI,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IEO_HAP_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IEO_HAP_HI.wav,HAP,Female__Caucasian,True,train
87,1002_IEO_SAD_LO,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IEO_SAD_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IEO_SAD_LO.wav,SAD,Female__Caucasian,True,train
88,1002_IEO_SAD_MD,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IEO_SAD_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IEO_SAD_MD.wav,SAD,Female__Caucasian,True,train
89,1002_IEO_SAD_HI,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IEO_SAD_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IEO_SAD_HI.wav,SAD,Female__Caucasian,True,train
90,1002_IEO_ANG_LO,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IEO_ANG_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IEO_ANG_LO.wav,ANG,Female__Caucasian,True,train
91,1002_IEO_ANG_MD,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IEO_ANG_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IEO_ANG_MD.wav,ANG,Female__Caucasian,True,train
92,1002_IEO_ANG_HI,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IEO_ANG_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IEO_ANG_HI.wav,ANG,Female__Caucasian,True,train
93,1002_IEO_FEA_LO,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IEO_FEA_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IEO_FEA_LO.wav,FEA,Female__Caucasian,True,train
94,1002_IEO_FEA_MD,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IEO_FEA_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IEO_FEA_MD.wav,FEA,Female__Caucasian,True,train
95,1002_IEO_FEA_HI,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IEO_FEA_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IEO_FEA_HI.wav,FEA,Female__Caucasian,True,train
96,1002_IEO_DIS_LO,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IEO_DIS_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IEO_DIS_LO.wav,DIS,Female__Caucasian,True,train
97,1002_IEO_DIS_MD,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IEO_DIS_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IEO_DIS_MD.wav,DIS,Female__Caucasian,True,train
98,1002_IEO_DIS_HI,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IEO_DIS_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IEO_DIS_HI.wav,DIS,Female__Caucasian,True,train
99,1002_TIE_HAP_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_TIE_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_TIE_HAP_XX.wav,HAP,Female__Caucasian,True,train
100,1002_TIE_SAD_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_TIE_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_TIE_SAD_XX.wav,SAD,Female__Caucasian,True,train
101,1002_TIE_ANG_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_TIE_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_TIE_ANG_XX.wav,ANG,Female__Caucasian,True,train
102,1002_TIE_FEA_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_TIE_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_TIE_FEA_XX.wav,FEA,Female__Caucasian,True,train
103,1002_TIE_DIS_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_TIE_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_TIE_DIS_XX.wav,DIS,Female__Caucasian,True,train
104,1002_IOM_NEU_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IOM_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IOM_NEU_XX.wav,NEU,Female__Caucasian,True,train
105,1002_IOM_HAP_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IOM_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IOM_HAP_XX.wav,HAP,Female__Caucasian,True,train
106,1002_IOM_SAD_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IOM_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IOM_SAD_XX.wav,SAD,Female__Caucasian,True,train
107,1002_IOM_ANG_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IOM_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IOM_ANG_XX.wav,ANG,Female__Caucasian,True,train
108,1002_IOM_FEA_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IOM_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IOM_FEA_XX.wav,FEA,Female__Caucasian,True,train
109,1002_IOM_DIS_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IOM_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IOM_DIS_XX.wav,DIS,Female__Caucasian,True,train
110,1002_IWW_NEU_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IWW_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IWW_NEU_XX.wav,NEU,Female__Caucasian,True,train
111,1002_IWW_HAP_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IWW_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IWW_HAP_XX.wav,HAP,Female__Caucasian,True,train
112,1002_IWW_SAD_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IWW_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IWW_SAD_XX.wav,SAD,Female__Caucasian,True,train
113,1002_IWW_ANG_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IWW_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IWW_ANG_XX.wav,ANG,Female__Caucasian,True,train
114,1002_IWW_FEA_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IWW_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IWW_FEA_XX.wav,FEA,Female__Caucasian,True,train
115,1002_IWW_DIS_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IWW_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IWW_DIS_XX.wav,DIS,Female__Caucasian,True,train
116,1002_TAI_NEU_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_TAI_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_TAI_NEU_XX.wav,NEU,Female__Caucasian,True,train
117,1002_TAI_HAP_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_TAI_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_TAI_HAP_XX.wav,HAP,Female__Caucasian,True,train
118,1002_TAI_SAD_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_TAI_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_TAI_SAD_XX.wav,SAD,Female__Caucasian,True,train
119,1002_TAI_ANG_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_TAI_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_TAI_ANG_XX.wav,ANG,Female__Caucasian,True,train
120,1002_TAI_FEA_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_TAI_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_TAI_FEA_XX.wav,FEA,Female__Caucasian,True,train
121,1002_TAI_DIS_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_TAI_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_TAI_DIS_XX.wav,DIS,Female__Caucasian,True,train
122,1002_MTI_NEU_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_MTI_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_MTI_NEU_XX.wav,NEU,Female__Caucasian,True,train
123,1002_MTI_HAP_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_MTI_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_MTI_HAP_XX.wav,HAP,Female__Caucasian,True,train
124,1002_MTI_SAD_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_MTI_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_MTI_SAD_XX.wav,SAD,Female__Caucasian,True,train
125,1002_MTI_ANG_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_MTI_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_MTI_ANG_XX.wav,ANG,Female__Caucasian,True,train
126,1002_MTI_FEA_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_MTI_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_MTI_FEA_XX.wav,FEA,Female__Caucasian,True,train
127,1002_MTI_DIS_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_MTI_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_MTI_DIS_XX.wav,DIS,Female__Caucasian,True,train
128,1002_IWL_NEU_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IWL_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IWL_NEU_XX.wav,NEU,Female__Caucasian,True,train
129,1002_IWL_HAP_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IWL_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IWL_HAP_XX.wav,HAP,Female__Caucasian,True,train
130,1002_IWL_SAD_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IWL_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IWL_SAD_XX.wav,SAD,Female__Caucasian,True,train
131,1002_IWL_ANG_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IWL_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IWL_ANG_XX.wav,ANG,Female__Caucasian,True,train
132,1002_IWL_FEA_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IWL_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IWL_FEA_XX.wav,FEA,Female__Caucasian,True,train
133,1002_IWL_DIS_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_IWL_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_IWL_DIS_XX.wav,DIS,Female__Caucasian,True,train
134,1002_ITH_NEU_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_ITH_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_ITH_NEU_XX.wav,NEU,Female__Caucasian,True,train
135,1002_ITH_HAP_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_ITH_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_ITH_HAP_XX.wav,HAP,Female__Caucasian,True,train
136,1002_ITH_SAD_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_ITH_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_ITH_SAD_XX.wav,SAD,Female__Caucasian,True,train
137,1002_ITH_ANG_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_ITH_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_ITH_ANG_XX.wav,ANG,Female__Caucasian,True,train
138,1002_ITH_FEA_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_ITH_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_ITH_FEA_XX.wav,FEA,Female__Caucasian,True,train
139,1002_ITH_DIS_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_ITH_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_ITH_DIS_XX.wav,DIS,Female__Caucasian,True,train
140,1002_DFA_NEU_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_DFA_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_DFA_NEU_XX.wav,NEU,Female__Caucasian,True,train
141,1002_DFA_HAP_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_DFA_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_DFA_HAP_XX.wav,HAP,Female__Caucasian,True,train
142,1002_DFA_SAD_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_DFA_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_DFA_SAD_XX.wav,SAD,Female__Caucasian,True,train
143,1002_DFA_ANG_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_DFA_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_DFA_ANG_XX.wav,ANG,Female__Caucasian,True,train
144,1002_DFA_FEA_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_DFA_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_DFA_FEA_XX.wav,FEA,Female__Caucasian,True,train
145,1002_DFA_DIS_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_DFA_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_DFA_DIS_XX.wav,DIS,Female__Caucasian,True,train
146,1002_ITS_NEU_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_ITS_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_ITS_NEU_XX.wav,NEU,Female__Caucasian,True,train
147,1002_ITS_HAP_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_ITS_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_ITS_HAP_XX.wav,HAP,Female__Caucasian,True,train
148,1002_ITS_SAD_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_ITS_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_ITS_SAD_XX.wav,SAD,Female__Caucasian,True,train
149,1002_ITS_ANG_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_ITS_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_ITS_ANG_XX.wav,ANG,Female__Caucasian,True,train
150,1002_ITS_FEA_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_ITS_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_ITS_FEA_XX.wav,FEA,Female__Caucasian,True,train
151,1002_ITS_DIS_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_ITS_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_ITS_DIS_XX.wav,DIS,Female__Caucasian,True,train
152,1002_TSI_NEU_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_TSI_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_TSI_NEU_XX.wav,NEU,Female__Caucasian,True,train
153,1002_TSI_HAP_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_TSI_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_TSI_HAP_XX.wav,HAP,Female__Caucasian,True,train
154,1002_TSI_SAD_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_TSI_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_TSI_SAD_XX.wav,SAD,Female__Caucasian,True,train
155,1002_TSI_ANG_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_TSI_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_TSI_ANG_XX.wav,ANG,Female__Caucasian,True,train
156,1002_TSI_FEA_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_TSI_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_TSI_FEA_XX.wav,FEA,Female__Caucasian,True,train
157,1002_TSI_DIS_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_TSI_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_TSI_DIS_XX.wav,DIS,Female__Caucasian,True,train
158,1002_WSI_NEU_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_WSI_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_WSI_NEU_XX.wav,NEU,Female__Caucasian,True,train
159,1002_WSI_HAP_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_WSI_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_WSI_HAP_XX.wav,HAP,Female__Caucasian,True,train
160,1002_WSI_SAD_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_WSI_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_WSI_SAD_XX.wav,SAD,Female__Caucasian,True,train
161,1002_WSI_ANG_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_WSI_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_WSI_ANG_XX.wav,ANG,Female__Caucasian,True,train
162,1002_WSI_FEA_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_WSI_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_WSI_FEA_XX.wav,FEA,Female__Caucasian,True,train
163,1002_WSI_DIS_XX,1002,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1002_WSI_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1002_WSI_DIS_XX.wav,DIS,Female__Caucasian,True,train
164,1003_IEO_NEU_XX,1003,21,Female,Caucasian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1003_IEO_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1003_IEO_NEU_XX.wav,NEU,Female__Caucasian,True,train
